,asin,category,color,description,details,name,size,department,demographic,division,subcategory,type,detail_type
132,B007XYLUPU, Bracelets ,missing,"Stainless-Steel Matching earrings, pendant and ring available To find the matching set, type ""Sophistikitty gold"" into the Amazon search Extra stunning when stacked with similar bangles Many colors to choose from",missing,Bangle Bracelet with Crystal Rhinestones - 3 Rows of Beautiful Sparkly Bling Bling Rhinestones,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Bangle,,
133,B007Y003WY, Clothing ,missing,95% Polyester/5% Spandex Imported Machine wash Dress this dress up with flats or with heeled boots and tights in the winter for a totally different feel The fabric is really comfortable and the long lines of this dress make it extremely slimming,missing,KAMALIKULTURE Women's Turtleneck Dress,missing,"Clothing, Shoes & Jewelry ", Women , Contemporary & Designer ,Dresses,,
134,B007Y35CWM,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
135,B007Y3O962, Socks ,missing,"76% Cotton/22% Polyester/1% Lycra Spandex/1% Other Fiber. Imported No Closure closure Machine Wash PERFECT FOR WORK BOOTS: Heavy-duty crew athletic socks promote all-day comfort, stability, and breathability--no matter how hard you're working FIGHTS FATIGUE: Cushioned foot and reinforced sole keep foot fatigue to a minimum, helping you stay on your feet for longer BREATHABLE & MOISTURE WICKING: Ventilation channels and antimicrobial, moisture-wicking fibers keep socks dry, comfortable, and fresh",missing,Fruit of the Loom Men's 6 Pack Heavy Duty Reinforced Cushion Full Crew Socks,missing,"Clothing, Shoes & Jewelry ", Men , Clothing ,Casual Socks,,
136,B007Y7274O, Earrings ,unavailable,"Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear.",missing,Trendy Three Stone Turquoise Drop Dangle Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Drop & Dangle,,
137,B007Y727S0, Earrings ,unavailable,"Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear.",missing,Trendy Turquoise Drop Dangle Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Drop & Dangle,,
138,B007Y7291A, Earrings ,unavailable,"Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear. Turquoise has been worn in jewelry for 3000 years and gem quality turquoise is rare. SuperJeweler sells reconstituted turquoise, wherein fragments of fine turquoise material that are too small to be used individually, are powdered and then bonded to form a solid mass. Reconstituted turquoise is beautiful and safe to wear.",missing,Trendy Heart Shaped Turquoise Drop Dangle Earrings,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Drop & Dangle,,
139,B007Y7AYAS, Boots ,missing,"100% Manmade Imported Synthetic sole Shaft measures approximately 10"" from arch Heel measures approximately 1"" Boot opening measures approximately 12.5 around",missing,Madden Girl Women's Raszcal Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Mid-Calf,,
140,B007Y7UYDA, Boots ,missing,"100% Synthetic Imported Synthetic sole Shaft measures approximately 17"" from arch Heel measures approximately 0.5"" Boot opening measures approximately 15.75"" around Manmade Sole",missing,Madden Girl Women's Bumarang Knee-High Boot,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Knee-High,,
141,B007Y8WR8O,Jeans,missing,"98% Cotton, 2% Elastane Imported Zipper closure Machine Wash Straight leg jean that sits slightly below the natural waist, slim through the hip and thigh, and a straight fit from the leg to the ankle Zip fly with button closure, 5 pocket styling with signature omega stitch on back pockets, and a 14"" leg opening Slight stretch composition makes these easy-to-wear, conforming to your shape to flatter you as you move",missing,Calvin Klein womens Straight Leg,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,,,
142,B007YBDKZK, Dresses ,unavailable,"Made of polyester & lycra Flaming peacock feather printed One size; Bust 33"" -- fits US size 0-4 (XS-S) Nice dress for casual occasions",missing,TOPTIE Flaming Peacock Feather Print Empire Waist Maxi Dress Red,missing,"Clothing, Shoes & Jewelry ", Women , Clothing ,Casual,,
143,B007YBMIE4, Shoes ,missing,"100% Synthetic Made in USA or Imported Synthetic sole Shaft measures approximately 1"" from arch Iconic crocs comfort: croslite cushion Fully molded croslite material for lightweight cushion Pivoting heel strap",missing,Crocs Kids' Crocband II.5 Clog,missing,"Clothing, Shoes & Jewelry ", Baby , Baby Girls ,Clogs & Mules,,
144,B007YBO11M,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
145,B007YBQN9U,Wigs,unavailable,"100% Brand New                                    Material : 100% High Temperature Fiber                                    Length: Approx 30cm/ 12 Inch                                    Wig Cap Size: The maximum circumference Approx 20~21inch/51~53cm(Exist 1~2cm normal error), the size of wig cap is adjustable                                    Package included:1 wig",missing,"MapofBeauty 12""/30cm Dark Grey and Black and Dark Blue Side Bangs Short Straight Cosplay Party Wig",missing,Beauty & Personal Care , Hair Care ," Extensions, Wigs & Accessories ",,,
146,B007YC03C2,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
147,B007YJ2EYK, Accessories ,missing,70% Cotton/28% Polyester/1% Spandex/1% Rubber pull-on closure Machine Wash These are girls 6 pack computer socks Carter's Hosiery by Goldbug,missing,Dardugo Baby Girls' Hosiery Newborn Six Pack Mary Jane Comp Sock,missing,"Clothing, Shoes & Jewelry ", Baby , Baby Girls ,Socks,,
148,B007YJRIYG, Hats & Caps ,unavailable,100% Lightweight Durable Paper Construction Classic & Timeless Unisex Style Breathable fabrics to Keep Head Cool Fashionable and Versatile Great as a Gift,missing,Summertime Beachside Fedoras,missing,"Clothing, Shoes & Jewelry ", Men , Accessories ,Fedoras,,
149,B007YK68GE, Necklaces ,unavailable,Embedded with Pink Rhinestones Horse Necklace Pendant Charm Gift for Girls Pendant Size: Approx. 0.9 Inch Width x 0.75 Inch Length Chain Length: Approx. 15.5 Inches Length with 2 Inches Extension Rhinestones Color: Light Pink Condition: Brand New ; Lead Compliant,missing,Soulbreezecollection Light Pink Horse Pony Mustang Animal Pendant Necklace Charm,missing,"Clothing, Shoes & Jewelry ", Women , Jewelry ,Pendants,,
150,B007YVYOGE,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
151,B007YVYOXW,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
152,B007YVYP3G,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
153,B007YW6DSU,,unknown color,unknown details,missing,unknown product name,missing,unknown category,,,,,
154,B007YXN9I6, Novelty ,missing,"Imported fabric, professionally printed in the USA Unisex Sizing fits Men and Women Great Selection of Colors and Sizes Machine Wash Cold; Tumble Dry Larger size T-shirts may cause print to appear smaller",missing,Funny T-Shirt Stick Figures I Got Your Back,missing,"Clothing, Shoes & Jewelry ", Novelty & More , Clothing , Men , Shirts ,T-Shirts
155,B007YYB6BM,Carry-Ons,unavailable,"This fits your .     Make sure this fitsby entering your model number.    P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Large main packing area with zippered opening Fully lined interior with zippered accessory pocket Strap on back of satchel slides over upright handle for easy carrying Custom london fog hardware",missing,"London Fog Luggage Oxford II 16 Inch Satchel Tote, Tan, One Size",missing,"Clothing, Shoes & Jewelry ", Luggage & Travel Gear , Luggage ,,,
156,B007Z07THK,Shoe & Boot Trees,missing,"HIGH QUALITY: Made with 100% aromatic USA red cedar Features brass-plated metal hardware which adds an elegant touch FRESH CEDAR SMELL - Absorbs moisture and neutralizes odors Great SHOE SHAPER: Solid toe prevents cave-in and wrinkling of shoes ADJUSTABLE DESIGN: Ideal for all styles of footwear-GREAT GIFT IDEA for birthdays, holidays and other special occasions",missing,Moneysworth & Best Men's Red Cedar Shoe Trees with Hook Heel,missing,"Clothing, Shoes & Jewelry "," Shoe, Jewelry & Watch Accessories ", Shoe Care & Accessories ,,,
157,B007Z0BUY8, Men ,missing,"CASE FEATURES -Surgical Grade Stainless Steel Case 42 mm, Screw down case back, Unidirectional ratcheting coin edge bezel, Adjustable Bracelet with Removeable Links - Fits Wrist Size 4.5in - 7.5in WATER-RESISTANT 200 METERS (660 ft) - Features A Screw-Down Crown Found in many Professional Diver's Watches, When screwed down it forms a water tight seal preventing water from entering the case thereby achieving a high level of water resistance PROTECTIVE scratch-resistant hardened mineral crystal, made to withstand the pressures of diving SWISS QUARTZ Stuhrling Original specialty Ronda 515 movement. Fold over push button clasp with safety lock A TOP TEN DIVE WATCH rated by Adventure Junkies – Luminous Hands, Quick Set Date, Black dial, Rotating Unidirectional bezel",missing,"Stuhrling Original Mens Swiss Quartz Stainless Steel Sport Analog Dive Watch, Water Resistant 200 Meters, Black Dial, Aqua-Diver",missing,Sports & Outdoors , Outdoor Recreation , Outdoor Clothing , Accessories ,Sport Watches,
158,B007Z0BV2O, Men ,unavailable,"CASE FEATURES -Surgical Grade Stainless Steel Case 42 mm, Screw down case back, Unidirectional ratcheting coin edge bezel, Adjustable Bracelet with Removeable Links - Fits Wrist Size 4.5in - 7.5in WATER-RESISTANT 200 METERS (660 ft) - Features A Screw-Down Crown Found in many Professional Diver's Watches, When screwed down it forms a water tight seal preventing water from entering the case thereby achieving a high level of water resistance PROTECTIVE scratch-resistant hardened mineral crystal, made to withstand the pressures of diving SWISS QUARTZ Stuhrling Original specialty Ronda 515 movement. Fold over push button clasp with safety lock A TOP TEN DIVE WATCH rated by Adventure Junkies – Luminous Hands, Quick Set Date, Black dial, Rotating Unidirectional bezel",missing,Stuhrling Original Men's 395.33P154 Analog Aquadiver Regatta Champion Swiss Quartz Date Stainless Steel Link Bracelet Dive Watch,missing,Sports & Outdoors , Outdoor Recreation , Outdoor Clothing , Accessories ,Sport Watches,
159,B007Z1YVPM, Athletic ,missing,"100% Leather Imported Rubber sole Walking sneaker featuring lace-up closure and tonal ""S"" patch on side Padded tongue and collar Resalyte shock-absorbing midsole Flexible outsole",missing,Skechers Performance Women's Go Walk Dharma Walking Shoe,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Running,,
160,B007Z3T3NK, Shoes ,missing,"100% Leather Imported Leather sole For over 155 years, Frye's iconic boots have defined eras, embodied social movements, outlasted trends and defied time. Frye captures the essence of timeless American style - the promise of a dream. STYLE AND DESIGN: Simple and classic, this round toe ballet is crafted in a variety of colors and premium leathers. Lined in leather with a durable leather outsole. Ideal for any outfit- from skinny jeans to floral dresses COMFORT: Carson's soft and flexible construction gives this shoe the comfort of a slipper. A cushioned leather foot bed provides support perfect for all day wear. PERFECT FIT: Medium width and true to size",missing,FRYE Women's Carson Collapsible Ballet,missing,"Clothing, Shoes & Jewelry ", Women , Contemporary & Designer ,Flats,,
161,B007Z4E5GO, Sandals ,missing,Synthetic Superior comfort 2 inches in Height 100% Customer Satisfaction,missing,Womens Fashion Wedge Sandals Thongs Flip Flop,missing,"Clothing, Shoes & Jewelry ", Women , Shoes ,Flip-Flops,,
162,B007Z4YEFQ," Bags, Cases & Sleeves ",missing,"No deductibles or added costs. Parts, labor and shipping included.Stains, rips or tears and seam separation covered from day one. Other breakdowns covered after the manufacturer warranty expires.File a claim online or by phone 24/7.If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card.Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.",missing,Thule EnRoute Strut Daypack for 15-Inch MacBook Pro and 10-Inch Tablets - Black (TESD-115),missing,Electronics , Computers & Accessories , Laptop Accessories ,Backpacks,,
